,id,d115DocumentBoostValue,faqUpdateTimestamp,faqSourceUrl,faqSourceName,faqQuestion,faqAll,faqQuestionMain,faqName,faqLabels,faqTopics,faqAnswers,_version_
133,133,1.0,02.06.2022 12:07,https://www.berlin.de/sen/arbeit/corona/#headline_1_4,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",berufliche bildung   was gehört dazu?,"['berufliche bildung   was gehört dazu?', 'Unter beruflicher Bildung sind alle Bildungsangebote im Bereich der Berufsorientierung, der Berufsvorbereitung, Berufsausbildung, der beruflichen Fort- und Weiterbildung sowie alle anderen Bildungsangebote mit dem Zweck der Vermittlung beruflicher Fertigkeiten und Kenntnisse zu verstehen. Hierzu gehören auch Lehrgänge zur Vorbereitung von Prüfungen im Bereich der beruflichen Bildung. Auch berufsbezogene Sprachkurse werden der beruflichen Bildung zugeordnet. Darüber hinaus zählen alle Prüfungen, die dem Nachweis dienen, dass bestimmte berufliche Kenntnisse und Fertigkeiten erworben wurden, zur beruflichen Bildung.         Für berufliche Bildungsangebote, die an beruflichen Schulen nach § 17 Abs. 2 Nr. 3 Schulgesetz des Landes Berlin stattfinden, gelten nicht die Regelungen für die berufliche Bildung, sondern die Bestimmungen, die gemäß § 25 der 4.. InfSchMV von der Senatsverwaltung für Bildung, Jugend und Familie per Rechtsverordnung nach § 38 der 4. InfSchMV erlassen wurden. (Berufliche Schulen: Berufsschulen, Berufsfachschulen, Fachoberschulen, Berufsoberschulen, berufliche Gymnasien, Fachschulen.)         Bei Bildungsangeboten im Bereich der Erwachsenenbildung, die keine berufliche Bildung darstellen, sind die Regelungen des § 27 der 4. InfSchMV zu beachten.         Auf Maßnahmen zur Förderung der Eingliederung in den Arbeitsmarkt sind gemäß § 28 Abs. 4 der 4. InfSchMV die Regelungen für die berufliche Bildung in § 28 Abs. 1 bis 3 entsprechend anzuwenden. Soweit für Personen in bestimmten Unternehmen/Institutionen (z. B. im Gesundheitsbereich) strengere Infektionsschutzregelungen per Gesetz oder Verordnung als nach § 28 der 4. InfSchMV angeordnet sind (z. B. FFP2-Maskenpflicht statt medizinischer Maske) gelten diese strengeren Vorgaben auch für Personen, die sich dort zum Zwecke der Eingliederungsförderung (z. B. im Rahmen von Arbeitsgelegenheiten, Praktika, Betriebsbesuchen etc.) aufhalten.']",Berufliche Bildung   Was gehört dazu?,intent.CORONA.faq.bb37__ias__arbeit.120427385113582,['CORONA'],['CORONA'],"['Unter beruflicher Bildung sind alle Bildungsangebote im Bereich der Berufsorientierung, der Berufsvorbereitung, Berufsausbildung, der beruflichen Fort- und Weiterbildung sowie alle anderen Bildungsangebote mit dem Zweck der Vermittlung beruflicher Fertigkeiten und Kenntnisse zu verstehen. Hierzu gehören auch Lehrgänge zur Vorbereitung von Prüfungen im Bereich der beruflichen Bildung. Auch berufsbezogene Sprachkurse werden der beruflichen Bildung zugeordnet. Darüber hinaus zählen alle Prüfungen, die dem Nachweis dienen, dass bestimmte berufliche Kenntnisse und Fertigkeiten erworben wurden, zur beruflichen Bildung.         Für berufliche Bildungsangebote, die an beruflichen Schulen nach § 17 Abs. 2 Nr. 3 Schulgesetz des Landes Berlin stattfinden, gelten nicht die Regelungen für die berufliche Bildung, sondern die Bestimmungen, die gemäß § 25 der 4.. InfSchMV von der Senatsverwaltung für Bildung, Jugend und Familie per Rechtsverordnung nach § 38 der 4. InfSchMV erlassen wurden. (Berufliche Schulen: Berufsschulen, Berufsfachschulen, Fachoberschulen, Berufsoberschulen, berufliche Gymnasien, Fachschulen.)         Bei Bildungsangeboten im Bereich der Erwachsenenbildung, die keine berufliche Bildung darstellen, sind die Regelungen des § 27 der 4. InfSchMV zu beachten.         Auf Maßnahmen zur Förderung der Eingliederung in den Arbeitsmarkt sind gemäß § 28 Abs. 4 der 4. InfSchMV die Regelungen für die berufliche Bildung in § 28 Abs. 1 bis 3 entsprechend anzuwenden. Soweit für Personen in bestimmten Unternehmen/Institutionen (z. B. im Gesundheitsbereich) strengere Infektionsschutzregelungen per Gesetz oder Verordnung als nach § 28 der 4. InfSchMV angeordnet sind (z. B. FFP2-Maskenpflicht statt medizinischer Maske) gelten diese strengeren Vorgaben auch für Personen, die sich dort zum Zwecke der Eingliederungsförderung (z. B. im Rahmen von Arbeitsgelegenheiten, Praktika, Betriebsbesuchen etc.) aufhalten.']",1734524674027552768
134,134,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_13,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",ich habe einen asylantrag gestellt und benötige in kürze leistungen. muss ich einen termin beim landesamt für flüchtlingsangelegenheiten (laf) vereinbaren?,"['ich habe einen asylantrag gestellt und benötige in kürze leistungen. muss ich einen termin beim landesamt für flüchtlingsangelegenheiten (laf) vereinbaren?', 'Wenn Sie die Leistungen auf Ihr Konto überwiesen bekommen, werden die Leistungen über weitere sechs Monate überwiesen.     Wenn Sie Barleistungen erhalten, vereinbaren Sie bitte einen Termin mit dem LAF.']",Ich habe einen Asylantrag gestellt und benötige in Kürze Leistungen. Muss ich einen Termin beim Landesamt für Flüchtlingsangelegenheiten (LAF) vereinbaren?,intent.CORONA.faq.bb20_senias_corona.9511681165138,['CORONA'],['CORONA'],"['Wenn Sie die Leistungen auf Ihr Konto überwiesen bekommen, werden die Leistungen über weitere sechs Monate überwiesen.     Wenn Sie Barleistungen erhalten, vereinbaren Sie bitte einen Termin mit dem LAF.']",1734524674029649920
135,135,1.0,02.06.2022 12:07,https://www.berlin.de/sen/soziales/corona/#headline_1_33,"Berlin, Senatsverwaltung für Integration, Arbeit und Soziales",werden menschen in den einrichtungen der wohnungslosenhilfe auf das corona-virus getestet?,"['werden menschen in den einrichtungen der wohnungslosenhilfe auf das corona-virus getestet?', 'In vielen Einrichtungen der Wohnungslosenhilfe werden sämtliche Besucherinnen und Besucher sowie das Personal mit Hilfe von Schnelltests auf das Corona-Virus untersucht. Wenngleich die Testungen mit einem Mehraufwand verbunden sind und zu Verzögerungen der Arbeitsabläufe führen können, sind diese von zentraler Bedeutung für den Schutz der hilfesuchenden Menschen und des eingesetzten Personals.']",Werden Menschen in den Einrichtungen der Wohnungslosenhilfe auf das Corona-Virus getestet?,intent.CORONA.faq.bb20_senias_corona.691599531840411,['CORONA'],['CORONA'],"['In vielen Einrichtungen der Wohnungslosenhilfe werden sämtliche Besucherinnen und Besucher sowie das Personal mit Hilfe von Schnelltests auf das Corona-Virus untersucht. Wenngleich die Testungen mit einem Mehraufwand verbunden sind und zu Verzögerungen der Arbeitsabläufe führen können, sind diese von zentraler Bedeutung für den Schutz der hilfesuchenden Menschen und des eingesetzten Personals.']",1734524674030698496
136,136,1.0,02.06.2022 12:07,https://www.berlin.de/sen/finanzen/steuern/informationen-fuer-steuerzahler-/artikel.910208.php#headline_1_1,"Berlin, Senatsverwaltung für Finanzen",stundungen,"['stundungen', 'Unter Stundung versteht man das Verschieben des Fälligkeitszeitpunktes einer Steuerzahlung.         Um Liquiditätsengpässen entgegen zu wirken, können unmittelbar und nicht unerheblich Betroffene unter Darlegung ihrer Verhältnisse Anträge auf Stundung beim zuständigen Finanzamt stellen. Dies betrifft sowohl solche Steuern, die bereits in der Vergangenheit fällig aber noch nicht gezahlt wurden sowie bis zum 31.03.2022 fällig werdende Steuern. Bitte beachten Sie, dass die Antragsstellung bei fällig werdenden Steuern erst nach deren Festsetzung möglich ist. Eine Stundung in Folge der Corona-Pandemie können Sie bis zum 31.03.2022 beantragen und ist längstens bis zum 30.06.2022 und darüber hinaus nur im Zusammenhang mit einer angemessenen, längstens bis zum 30.09.2022 dauernden Ratenzahlungsvereinbarung möglich.         Die Finanzbehörden werden die Anträge in einem vereinfachten Verfahren unter Berücksichtigung der besonderen Notlage der Steuerpflichtigen bearbeiten. Erleichterungen ergeben sich insbesondere bei der Nachweispflicht und ggf. bei der Verzinsung. Diese Erleichterungen gelten grundsätzlich für die Einkommensteuer, Körperschaftsteuer, Umsatzsteuer und in Berlin ebenso für die Gewerbesteuer.']",Stundungen,intent.CORONA.faq.bb07-fin-steuern.81735027774618,['CORONA'],['CORONA'],"['Unter Stundung versteht man das Verschieben des Fälligkeitszeitpunktes einer Steuerzahlung.         Um Liquiditätsengpässen entgegen zu wirken, können unmittelbar und nicht unerheblich Betroffene unter Darlegung ihrer Verhältnisse Anträge auf Stundung beim zuständigen Finanzamt stellen. Dies betrifft sowohl solche Steuern, die bereits in der Vergangenheit fällig aber noch nicht gezahlt wurden sowie bis zum 31.03.2022 fällig werdende Steuern. Bitte beachten Sie, dass die Antragsstellung bei fällig werdenden Steuern erst nach deren Festsetzung möglich ist. Eine Stundung in Folge der Corona-Pandemie können Sie bis zum 31.03.2022 beantragen und ist längstens bis zum 30.06.2022 und darüber hinaus nur im Zusammenhang mit einer angemessenen, längstens bis zum 30.09.2022 dauernden Ratenzahlungsvereinbarung möglich.         Die Finanzbehörden werden die Anträge in einem vereinfachten Verfahren unter Berücksichtigung der besonderen Notlage der Steuerpflichtigen bearbeiten. Erleichterungen ergeben sich insbesondere bei der Nachweispflicht und ggf. bei der Verzinsung. Diese Erleichterungen gelten grundsätzlich für die Einkommensteuer, Körperschaftsteuer, Umsatzsteuer und in Berlin ebenso für die Gewerbesteuer.']",1734524674031747072
137,137,1.0,02.06.2022 12:07,https://www.berlin.de/sen/pflege/pflege-und-rehabilitation/coronavirus/faq/#headline_1_18,"Berlin, Senatsverwaltung für Gesundheit, Pflege und Gleichstellung",beratungsbesuche,"['beratungsbesuche', 'Um dem Infektionsrisiko Rechnung zu tragen, sollen Beratungsbesuche für Pflegegeldempfangende bis einschließlich 30.06.2022 nicht nur in der eigenen Häuslichkeit, sondern auch telefonisch, digital oder per Videokonferenz ermöglicht werden.         Die Beratungsbesuche dienen insbesondere der regelmäßigen Hilfestellung und praktischen pflegefachlichen Unterstützung, beispielsweise pflegender Angehöriger, und somit der langfristigen Sicherstellung der häuslichen Pflege.']",Beratungsbesuche,intent.CORONA.faq.bb17_pflege_reha_faq.840212092232668,['CORONA'],['CORONA'],"['Um dem Infektionsrisiko Rechnung zu tragen, sollen Beratungsbesuche für Pflegegeldempfangende bis einschließlich 30.06.2022 nicht nur in der eigenen Häuslichkeit, sondern auch telefonisch, digital oder per Videokonferenz ermöglicht werden.         Die Beratungsbesuche dienen insbesondere der regelmäßigen Hilfestellung und praktischen pflegefachlichen Unterstützung, beispielsweise pflegender Angehöriger, und somit der langfristigen Sicherstellung der häuslichen Pflege.']",1734524674032795648
138,138,1.0,02.06.2022 12:07,https://www.berlin.de/corona/faq/#accordion_faq_1_119,Der Regierende Bürgermeister von Berlin - Senatskanzlei,"bin ich gesund, wenn ich als enge kontaktperson negativ getestet wurde?","['bin ich gesund, wenn ich als enge kontaktperson negativ getestet wurde?', 'Das Ergebnis sagt erst einmal, dass Sie zum Zeitpunkt der Testung negativ waren. Das ist aber nur eine Momentaufnahme. Man kann nicht ausschließen, dass Sie zu einem späteren Zeitpunkt positiv getestet werden, weil sich im Falle einer Ansteckung die Virenlast in Ihrem Körper erhöht hat.']","Bin ich gesund, wenn ich als enge Kontaktperson negativ getestet wurde?",intent.CORONA.faq.bb.11021389354495,['CORONA'],['CORONA'],"['Das Ergebnis sagt erst einmal, dass Sie zum Zeitpunkt der Testung negativ waren. Das ist aber nur eine Momentaufnahme. Man kann nicht ausschließen, dass Sie zu einem späteren Zeitpunkt positiv getestet werden, weil sich im Falle einer Ansteckung die Virenlast in Ihrem Körper erhöht hat.']",1734524674033844224
139,139,1.0,02.06.2022 12:07,https://www.berlin.de/sen/kulteu/aktuelles/corona/artikel.915045.php#headline_1_21,"Berlin, Senatsverwaltung für Kultur und Europa",kann ich in einer solchen ausnahmesituation fördergelder auch für anderes ausgeben (z.b. zahlung einer solidarischen miete an veranstaltungsort).,"['kann ich in einer solchen ausnahmesituation fördergelder auch für anderes ausgeben (z.b. zahlung einer solidarischen miete an veranstaltungsort).', 'Nein, die bereitgestellten Fördergelder dienen zur Realisierung des bewilligten Zuwendungszwecks und konkret für die Kosten, die im verbindlichen Finanzierungsplan von der Bewilligungsstelle anerkannt wurden. Änderungen des Zuwendungszwecks und des Finanzierungplans müssen beantragt und bewilligt werden. Spenden als Einnahme sind möglich, ausgegeben werden dürfen sie allerdings nur zur Realisierung des bewilligten Zuwendungszwecks.']",Kann ich in einer solchen Ausnahmesituation Fördergelder auch für Anderes ausgeben (z.B. Zahlung einer solidarischen Miete an Veranstaltungsort).,intent.CORONA.faq.bb10_kul_45.583854025140231,['CORONA'],['CORONA'],"['Nein, die bereitgestellten Fördergelder dienen zur Realisierung des bewilligten Zuwendungszwecks und konkret für die Kosten, die im verbindlichen Finanzierungsplan von der Bewilligungsstelle anerkannt wurden. Änderungen des Zuwendungszwecks und des Finanzierungplans müssen beantragt und bewilligt werden. Spenden als Einnahme sind möglich, ausgegeben werden dürfen sie allerdings nur zur Realisierung des bewilligten Zuwendungszwecks.']",1734524674034892800
140,140,1.0,02.06.2022 12:07,https://www.berlin.de/sen/bjf/corona/schule/index.php#lueften,"Berlin, Senatsverwaltung für Bildung, Jugend und Familie",wie soll in den berliner schulen gelüftet werden?,"['wie soll in den berliner schulen gelüftet werden?', 'Die regelmäßige Quer- oder Stoßlüftung der Räume ist wichtig, weil dadurch die Innenraumluft ausgetauscht wird und Aerosole entfernt werden. Die Virenlast wird somit im Raum gesenkt.         Wenn baulich kein ausreichendes Lüften über Fenster möglich ist, sind Luftreinigungsgeräte eine sinnvolle Ergänzung. CO~2~-Messgeräte unterstützen beim Lüften über Fenster und stellen eine weitere sinnvolle Ergänzung dar.     Der beste Austausch der Innenraumluft findet bei regelmäßiger Querlüftung statt. Regelmäßige Stoßlüftung ermöglicht einen guten Austausch der Innenraumluft. Dauerhafte Kipplüftung unterstützt den Luftaustausch, ist aber nicht ausreichend. Regelmäßige Stoßlüftung bleibt unentbehrlich. Unabhängig von der Lüftweise gilt:    Durch regelmäßige Quer- oder Stoßlüftung (jeweils 3   5 Minuten) der Räume wird die Innenraumluft ausgetauscht und die Virenlast im Raum reduziert.      Auch beim Verwenden von Luftreinigungsgeräten sollte die regelmäßige Quer- oder Stoßlüftung beibehalten werden, um den Raum mit Sauerstoff zu versorgen.      Trotz geringer CO~2~-Werte sollte die regelmäßige Quer- oder Stoßlüftung beibehalten werden, damit ein Austausch der Raumluft stattfinden kann.        Regelmäßiges Lüften bleibt die effektivste Methode, um virushaltige Aerosole aus dem Klassenraum zu entfernen.       (Stand: 21. April 2022)']",Wie soll in den Berliner Schulen gelüftet werden?,intent.CORONA.faq.bb33_bjf_schuleAllg.420929010779870,['CORONA'],['CORONA'],"['Die regelmäßige Quer- oder Stoßlüftung der Räume ist wichtig, weil dadurch die Innenraumluft ausgetauscht wird und Aerosole entfernt werden. Die Virenlast wird somit im Raum gesenkt.         Wenn baulich kein ausreichendes Lüften über Fenster möglich ist, sind Luftreinigungsgeräte eine sinnvolle Ergänzung. CO~2~-Messgeräte unterstützen beim Lüften über Fenster und stellen eine weitere sinnvolle Ergänzung dar.     Der beste Austausch der Innenraumluft findet bei regelmäßiger Querlüftung statt. Regelmäßige Stoßlüftung ermöglicht einen guten Austausch der Innenraumluft. Dauerhafte Kipplüftung unterstützt den Luftaustausch, ist aber nicht ausreichend. Regelmäßige Stoßlüftung bleibt unentbehrlich. Unabhängig von der Lüftweise gilt:    Durch regelmäßige Quer- oder Stoßlüftung (jeweils 3   5 Minuten) der Räume wird die Innenraumluft ausgetauscht und die Virenlast im Raum reduziert.      Auch beim Verwenden von Luftreinigungsgeräten sollte die regelmäßige Quer- oder Stoßlüftung beibehalten werden, um den Raum mit Sauerstoff zu versorgen.      Trotz geringer CO~2~-Werte sollte die regelmäßige Quer- oder Stoßlüftung beibehalten werden, damit ein Austausch der Raumluft stattfinden kann.        Regelmäßiges Lüften bleibt die effektivste Methode, um virushaltige Aerosole aus dem Klassenraum zu entfernen.       (Stand: 21. April 2022)']",1734524674035941376
141,141,1.0,02.06.2022 12:07,https://www.berlin.de/sen/finanzen/steuern/informationen-fuer-steuerzahler-/artikel.910208.php#headline_1_4,"Berlin, Senatsverwaltung für Finanzen",steuererklärungsfristen und fristverlängerung,"['steuererklärungsfristen und fristverlängerung', 'Die gesetzlichen Abgabefristen ändern sich grundsätzlich nicht. Allerdings können Steuerpflichtige jederzeit   auch rückwirkend   Anträge auf Fristverlängerung stellen. Das Finanzamt wird insbesondere bei den durch die Corona Krise unmittelbar und nicht unerheblich Betroffenen großzügig verfahren.         Die Steuererklärungsfrist in beratenen Fällen (§ 149 Abs. 3 AO) für den Besteuerungszeitraum 2019 ist um sechs Monate auf den 31.8.2021 bzw. in Fällen des § 149 Abs. 2 Satz 2 AO (Land- und Forstwirtschaft mit abweichendem Wirtschaftsjahr) um fünf Monate auf den 31.12.2021 verlängert worden.         Besonderheit für den Besteuerungszeitraum 2020         Der Gesetzgeber hat im Rahmen des ATAD-Umsetzungsgesetzes die gesetzlichen Steuererklärungsfristen des § 149 AO für den Besteuerungszeitraum 2020 allgemein um drei Monate verlängert:     Für nicht beratene Steuerpflichtige (§ 149 Abs. 2 Satz 1 AO) endet die allgemeine gesetzliche Abgabefrist für Steuererklärungen 2020 erst am 31.10.2021 (statt 31.07.2021).        Beratene Steuerpflichtige (§ 149 Abs. 3 AO) haben die Steuererklärungen für 2020 bis zum 31.05.2022 (statt 28.02.2022) abzugeben.']",Steuererklärungsfristen und Fristverlängerung,intent.CORONA.faq.bb07-fin-steuern.379506675686871,['CORONA'],['CORONA'],['Die gesetzlichen Abgabefristen ändern sich grundsätzlich nicht. Allerdings können Steuerpflichtige jederzeit   auch rückwirkend   Anträge auf Fristverlängerung stellen. Das Finanzamt wird insbesondere bei den durch die Corona Krise unmittelbar und nicht unerheblich Betroffenen großzügig verfahren.         Die Steuererklärungsfrist in beratenen Fällen (§ 149 Abs. 3 AO) für den Besteuerungszeitraum 2019 ist um sechs Monate auf den 31.8.2021 bzw. in Fällen des § 149 Abs. 2 Satz 2 AO (Land- und Forstwirtschaft mit abweichendem Wirtschaftsjahr) um fünf Monate auf den 31.12.2021 verlängert worden.         Besonderheit für den Besteuerungszeitraum 2020         Der Gesetzgeber hat im Rahmen des ATAD-Umsetzungsgesetzes die gesetzlichen Steuererklärungsfristen des § 149 AO für den Besteuerungszeitraum 2020 allgemein um drei Monate verlängert:     Für nicht beratene Steuerpflichtige (§ 149 Abs. 2 Satz 1 AO) endet die allgemeine gesetzliche Abgabefrist für Steuererklärungen 2020 erst am 31.10.2021 (statt 31.07.2021).        Beratene Steuerpflichtige (§ 149 Abs. 3 AO) haben die Steuererklärungen für 2020 bis zum 31.05.2022 (statt 28.02.2022) abzugeben.'],1734524674036989952
142,142,1.0,02.06.2022 12:07,https://www.berlin.de/sen/bjf/corona/tests/#accordion_faq_1_342,"Senatsverwaltung für Bildung, Jugend und Familie",was gilt für das kita-personal?,"['was gilt für das kita-personal?', 'Am 20. März 2022 ist das  Gesetz zur Änderung des Infektionsschutzgesetzes und anderer Vorschriften  in Kraft getreten. Mit diesem werden im Wesentlichen die Regelungsmöglichkeiten der Bundesländer auf einen Basisschutz für vulnerable Gruppen begrenzt. Auf Grundlage dieser verbliebenen rechtlichen Möglichkeiten hat der Senat die neue Verordnung über Basismaßnahmen zum Schutz der Bevölkerung vor Infektionen mit dem Coronavirus SARS-CoV-2   SARS-CoV-2-Basis-schutzmaßnahmenverordnung   (BaSchMV) beschlossen, welche am 1. April 2022 in Kraft tritt.  Für Personal in Kitas gilt:  Beschäftigte, die nicht geimpft oder genesen im Sinne des § 2 COVID-19-Schutzmaßnahmen-Ausnahmenverordnung sind, müssen, wie bisher, täglich einen aktuellen negativen Testnachweis vorlegen.  (31. März 2022)']",Was gilt für das Kita-Personal?,intent.CORONA.faq.bb35_bjf_testenSchule.468615122133694,['CORONA'],['CORONA'],"['Am 20. März 2022 ist das  Gesetz zur Änderung des Infektionsschutzgesetzes und anderer Vorschriften  in Kraft getreten. Mit diesem werden im Wesentlichen die Regelungsmöglichkeiten der Bundesländer auf einen Basisschutz für vulnerable Gruppen begrenzt. Auf Grundlage dieser verbliebenen rechtlichen Möglichkeiten hat der Senat die neue Verordnung über Basismaßnahmen zum Schutz der Bevölkerung vor Infektionen mit dem Coronavirus SARS-CoV-2   SARS-CoV-2-Basis-schutzmaßnahmenverordnung   (BaSchMV) beschlossen, welche am 1. April 2022 in Kraft tritt.  Für Personal in Kitas gilt:  Beschäftigte, die nicht geimpft oder genesen im Sinne des § 2 COVID-19-Schutzmaßnahmen-Ausnahmenverordnung sind, müssen, wie bisher, täglich einen aktuellen negativen Testnachweis vorlegen.  (31. März 2022)']",1734524674038038528
143,143,1.0,02.06.2022 12:07,https://www.berlin.de/sen/kulteu/aktuelles/corona/artikel.915045.php#headline_1_26,"Berlin, Senatsverwaltung für Kultur und Europa","kann ich mitwirkenden (z.b. musiker*innen/schauspieler*innen) bereits jetzt einen teil des honorars zahlen, auch wenn die veranstaltung erst zu einem späteren termin nachgeholt wird?","['kann ich mitwirkenden (z.b. musiker*innen/schauspieler*innen) bereits jetzt einen teil des honorars zahlen, auch wenn die veranstaltung erst zu einem späteren termin nachgeholt wird?', 'Der Zeitpunkt und die Höhe der Zahlung von Honoraren richtet sich grundsätzlich nach dem, was vertraglich vereinbart ist, bzw. falls nichts Gesondertes vereinbart wurde, die gesetzliche Regelung. Bei Dienst   und Werkverträgen ist die Vergütung erst nach Abnahme des Werkes/Erbringung der (Dienst-)Leistung fällig. Sollte die Leistung wegen Absage nicht erbracht werden können, kann unter Umständen ein Ausfallhonorar gezahlt werden (siehe Antwort zu Ausfallhonoraren).']","Kann ich Mitwirkenden (z.B. Musiker*innen/Schauspieler*innen) bereits jetzt einen Teil des Honorars zahlen, auch wenn die Veranstaltung erst zu einem späteren Termin nachgeholt wird?",intent.CORONA.faq.bb10_kul_45.431394114088635,['CORONA'],['CORONA'],"['Der Zeitpunkt und die Höhe der Zahlung von Honoraren richtet sich grundsätzlich nach dem, was vertraglich vereinbart ist, bzw. falls nichts Gesondertes vereinbart wurde, die gesetzliche Regelung. Bei Dienst   und Werkverträgen ist die Vergütung erst nach Abnahme des Werkes/Erbringung der (Dienst-)Leistung fällig. Sollte die Leistung wegen Absage nicht erbracht werden können, kann unter Umständen ein Ausfallhonorar gezahlt werden (siehe Antwort zu Ausfallhonoraren).']",1734524674039087104
144,144,1.0,02.06.2022 12:07,https://www.berlin.de/corona/faq/#accordion_faq_1_117,Der Regierende Bürgermeister von Berlin - Senatskanzlei,"wie lange kann es dauern, bis symptome auftreten?","['wie lange kann es dauern, bis symptome auftreten?', 'Wann eine Symptomatik auftritt, ist sehr unterschiedlich. Es gibt auch Menschen, die sich mit Corona infiziert haben, die keinerlei Symptomatik aufweisen. Es kann sein, dass man auch bis zu 14 Tagen nach der Ansteckung noch Symptome entwickelt. Häufiger treten nach einer Infektion die Symptome jedoch früher auf, im Mittel nach 3 Tagen.']","Wie lange kann es dauern, bis Symptome auftreten?",intent.CORONA.faq.bb.505751223392683,['CORONA'],['CORONA'],"['Wann eine Symptomatik auftritt, ist sehr unterschiedlich. Es gibt auch Menschen, die sich mit Corona infiziert haben, die keinerlei Symptomatik aufweisen. Es kann sein, dass man auch bis zu 14 Tagen nach der Ansteckung noch Symptome entwickelt. Häufiger treten nach einer Infektion die Symptome jedoch früher auf, im Mittel nach 3 Tagen.']",1734524674040135680
145,145,1.0,02.06.2022 12:07,https://www.berlin.de/labo/mobilitaet/fahrerlaubnisse-personen-und-gueterbefoerderung/artikel.911946.php#accordion_faq_1_6,"Berlin, Landesamt für Bürger- und Ordnungsangelegenheiten",ich habe das von ihnen geforderte eignungsgutachten erstellen lassen. wie und wo kann ich es jetzt abgeben?,"['ich habe das von ihnen geforderte eignungsgutachten erstellen lassen. wie und wo kann ich es jetzt abgeben?', 'Eine persönliche Übergabe ist derzeit nicht möglich. Bitte übersenden Sie das Gutachten postalisch oder legen Sie es in den Nachtbriefkasten meiner Behörde am Eingang Friedrichstr. 219, 10969 Berlin ein.']",Ich habe das von Ihnen geforderte Eignungsgutachten erstellen lassen. Wie und wo kann ich es jetzt abgeben?,intent.CORONA.faq.bb21_labo_mobilitaet_946.311459121939287,['CORONA'],['CORONA'],"['Eine persönliche Übergabe ist derzeit nicht möglich. Bitte übersenden Sie das Gutachten postalisch oder legen Sie es in den Nachtbriefkasten meiner Behörde am Eingang Friedrichstr. 219, 10969 Berlin ein.']",1734524674041184256
